,index,brand_name,model_name,price,rating,generation,number_of_cores,number_of_threads,RAM (in GB),Data_rate,hardware_type,SSD (in GB),Graphic_cards,resolution (in Pixels),touch_screen,display (in inches),OS,warranty
378,378,Dell,Dell Alienware M18 R1 Gaming Laptop ,367990,83.0,13th,14,20,32,LPDDR5,Intel Core i9 13900HK,1024.0,12 GB NVIDIA GeForce RTX 4080, 3200 x 1800 ,No,18,Windows 11,1 Year Warranty
379,379,Dell,Dell Alienware X16 R1 Gaming Laptop ,387690,82.0,13th,14,20,32,LPDDR5,Intel Core i9 13900HK,1024.0,12 GB NVIDIA GeForce RTX 4080, 3200 x 1800 ,No,16,Windows 11,1 Year Warranty
380,380,Lenovo,Lenovo Ideapad Gaming 3 15ACH6 82K20145IN Laptop ,72990,71.0,5th,8,16,16,DDR4,AMD Ryzen 7 5800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
381,381,Lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop ,69990,67.0,5th,8,16,8,DDR4,AMD Ryzen 7  5800H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
382,382,Acer,Acer Aspire 5 A515-56G 15 Laptop ,54990,66.0,11th,4,8,16,DDR4,Intel Core i5 1135G7,512.0,2 GB NVIDIA GeForce MX450, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
383,383,Acer,Acer One 11 Z8-284 UN.013SI.014 Laptop ,23490,,,2,2,8,DDR4,,256.0,Intel Integrated UHD, 1366 x 768 ,No,11.6,Windows 11,1 Year Warranty
384,384,Acer,Acer One 11 Z8-284 UN.013SI.013 Laptop ,21490,,,2,2,4,DDR4,,128.0,Intel Integrated UHD, 1366 x 768 ,No,11.6,Windows 11,1 Year Warranty
385,385,HP,HP ProBook 440 G8 5D6U3PA Notebook PC ,77610,67.0,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel Iris Xe Graphics, 1366 x 768 ,No,14,Windows 11,1 Year Warranty
386,386,HP,HP 15-fd0012TU Laptop ,67990,,13th,10,12,8,DDR4,Intel Core i5 1335U,1024.0,Intel Integrated Integrated, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
387,387,Acer,Acer Chromebook CB314-1H NX.ATFSI.008 Laptop ,20990,,,2,2,4,LPDDR4,,64.0,Intel Integrated UHD 600, 1366 x 768 ,No,14,Chrome,1 Year Warranty
388,388,Acer,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop ,129990,75.0,13th,16,24,16,DDR5,Intel Core i7 13700HX,1024.0,6 GB NVIDIA GeForce RTX 4050, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
389,389,Acer,Acer Predator Helios Neo 16 NH.QLTSI.002 Laptop ,124990,66.0,13th,16,24,16,LPDDR5,Intel Core i7 13700HX,512.0,6 GB NVIDIA GeForce RTX 4060, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
390,390,Acer,Acer 16 Predator Neo NH.QLTSI.001 Laptop ,109990,65.0,13th,14,20,16,LPDDR5,Intel Core i5 13500HX,512.0,6 GB NVIDIA GeForce RTX 4060, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
391,360,MSI,MSI Thin GF63 12VE-267IN Gaming Laptop ,84990,73.0,12th,8,12,16,DDR4,Intel Core i5 12450H,1024.0,8 GB NVIDIA GeForce RTX 4060, 1920 x 1080 ,No,15.6,Windows 11,
392,392,Asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ540WS Laptop ,64990,65.0,5th,6,12,16,DDR4,AMD Ryzen 5 5600H,512.0,AMD Radeon AMD, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
393,391,MSI,MSI Thin GF63 12VF-268IN Laptop ,96990,77.0,12th,8,12,16,DDR4,Intel Core i5 12450H,1024.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11 ,
394,394,Dell,Dell Vostro 3510 2023 Laptop ,51490,63.0,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11 ,1 Year Warranty
395,395,Dell,Dell Vostro 3420 Laptop ,54490,63.0,11th,4,8,16,DDR4,Intel Core i5 1135G7,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
396,396,Dell,Dell Vostro 3425 Laptop ,47490,,5th,6,12,8,DDR4,AMD Ryzen 5 5500U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
397,397,Acer,Acer Nitro 5 AN515-46 Gaming Laptop ,88990,65.0,6th,6,12,16,DDR5,AMD Ryzen 5  6600H,1024.0,4 GB NVIDIA GeForce RTX 3050, 2560 x 1440 ,No,15.6,Windows 11,1 Year Warranty
398,398,Acer,Acer Aspire 5 A515-56G Laptop ,49490,64.0,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,2 GB NVIDIA GeForce MX450, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
399,399,Asus,Asus VivoBook 14 X1400EA-EK322WSNotebook ,34990,,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated Intel UHD, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
400,400,Asus,Asus Vivobook 15 2023 X1504VA-NJ321WS Laptop ,45270,,13th,6,8,8,DDR4,Intel Core i3 1315U,512.0, Integrated Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
401,401,MSI,MSI Cyborg 15 A12UCX-265IN Gaming Laptop ,86990,66.0,12th,8,12,8,DDR5,Intel Core i5 12450H,512.0,4 GB Nvidia GeForce RTX 2050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
402,402,Asus,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ542WS Laptop ,124990,78.0,13th,12,16,16,DDR5,Intel Core i5 13500H,512.0,6 GB NVIDIA GeForce RTX 4050, 3200 x 2000 ,No,16,Windows 11,1 Year Warranty
403,403,MSI,MSI Stealth 14 Studio A13VE-038IN Gaming Laptop ,186903,77.0,13th,14,20,16,DDR5,Intel Core i7 13700H,1024.0,6 GB Nvidia GeForce RTX4050, 1920 x 1200 ,No,14,Windows 11,2 Year Warranty
404,404,Lenovo,Lenovo Thinkpad P15 20YRS3A300 Laptop ,160990,80.0,11th,8,16,32,DDR4,Intel Core i7 11850H,512.0,4 GB  Nvidia Quadro T1200, 1920 x 1080 ,No,15.6,Windows 10,3 Year Warranty
405,405,Asus,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN742WS Laptop ,124990,73.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,512.0, Intel Iris Xe Graphics, 2880 x 1800 ,Yes,14,Windows 11,1 Year Warranty
406,406,HP,HP 15-fc0026AU Laptop ,39990,,7th,4,8,8,LPDDR5,AMD Ryzen 3 7320U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
407,407,Asus,Asus Vivobook 16 2023 X1605VAB-MB544WS Laptop ,64990,,13th,10,12,16,DDR4,Intel Core i5 1335U,512.0,Intel Integrated Iris Xe, 1920 x 1200 ,No,16,Windows 11,1 Year Warranty
408,408,MSI,MSI Summit E13 Flip Evo A11MT-214IN Laptop ,95990,70.0,11th,4,8,16,DDR4,Intel Core i5 1135G7,512.0,Intel Integrated Iris Xe, 1920 x 1200 ,Yes,13.4,Windows 10,2 Year Warranty
409,409,MSI,MSI Summit E13 Flip Evo A11MT-213IN Laptop ,109990,65.0,11th,4,8,16,LPDDR4X,Intel Core i7 1185G7,512.0,Intel Integrated Iris Xe, 1920 x 1200 ,Yes,13.4,Windows 10,2 Year Warranty
410,410,Lenovo,Lenovo Legion 5 15ACH6 82JW00PBIN Gaming Laptop ,82990,75.0,5th,8,16,16,DDR4,AMD Ryzen 7 5800H,512.0,4 GB NVIDIA GeForce GTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
411,411,Asus,Asus Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop ,98261,71.0,13th,12,16,16,LPDDR5,Intel Core i5 1340P,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
412,412,Asus,Asus Zenbook 14 OLED 2023 UX3402VA-KN741WS Laptop ,123000,73.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
413,413,HP,HP Victus 15-fa0998TX Gaming Laptop ,75499,72.0,12th,8,12,16,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
414,414,Asus,Asus Vivobook Flip 14 2023 TP3402VAB-LZ542WS Laptop ,77809,64.0,13th,10,12,16,DDR4,Intel Core i5 1335U,512.0,Intel Iris Xe Graphics, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
415,415,HP,HP Victus 15-fa0666TX Gaming Laptop ,76990,65.0,12th,8,12,16,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
416,416,Asus,Asus Vivobook 15 X1502ZA-EJ953WS Laptop ,43800,,12th,6,8,8,DDR4,Intel Core i3 1215U,512.0,Intel Iris Xe, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
417,417,HP,HP ProBook 440 G9 6K3L6PA Laptop ,101900,68.0,12th,10,12,16,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
418,418,MSI,MSI GF63 Thin 11UC-1296IN Gaming Laptop ,64990,66.0,11th,6,12,16,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
419,419,Asus,Asus Vivobook 15 2023 X1504VA-NJ523WS Laptop ,59750,,13th,10,12,8,DDR4,Intel Core i5 1335U,512.0,Integrated Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
420,420,MSI,MSI Thin GF63 12UCX-265IN Gaming Laptop ,68990,65.0,12th,8,12,16,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 2050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
421,421,MSI,MSI Thin GF63 12UCX-266IN Gaming Laptop ,65990,62.0,12th,8,12,8,DDR4,Intel Core i5 12450H,512.0,4 GB NVIDIA GeForce RTX 2050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
422,422,Asus,Asus Vivobook Go 14 E1404GA-NK322WS Laptop ,37990,,,8,8,8,DDR4,,512.0,Intel Integrated UHD, 1920 x 1080 ,No,14,Windows,1 Year Warranty
423,393,Dell,Dell Vostro 3510 Laptop 2023 ,52490,63.0,11th,4,8,8,DDR4,Intel Core i5 1135G7,1024.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,
424,424,MSI,MSI Stealth 16 Studio A13VF-023IN Gaming Laptop ,219990,84.0,13th,14,20,32,DDR5,Intel Core i7 13700H,1024.0,8 GB NVIDIA GeForce RTX 4060, 2560 x 1600 ,No,15.6,Windows 11,2 Year Warranty
425,425,Acer,Acer Nitro 5 AN515-47 2023 Gaming Laptop ,82990,73.0,7th,6,12,16,DDR5,AMD Ryzen 5 7535HS,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
426,426,Acer,Acer Nitro 5 AN515-47 Gaming Laptop ,92990,72.0,7th,8,16,16,DDR5,AMD Ryzen 7 7735HS,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
427,427,MSI,MSI Katana GF66 12UC-1004IN Gaming Laptop ,85990,72.0,12th,10,16,16,DDR4,Intel Core i7 12650H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
428,428,Lenovo,Lenovo ThinkPad P14s 21AKS02800 Laptop ,133990,78.0,12th,12,16,16,DDR4,Intel Core i7 1260P,512.0,4 GB NVIDIA T550, 1920 x 1080 ,No,14,Windows 11,3 Year Warranty
429,429,MSI,MSI Thin GF63 11SC-1401IN Gaming Laptop ,50990,65.0,11th,6,12,8,DDR4,Intel Core i5 11400H,512.0,4 GB NVIDIA GeForce GTX 1650, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
430,430,MSI,MSI Stealth 14 Studio A13VF-037IN Gaming Laptop ,218129,80.0,13th,14,20,16,DDR5,Intel Core i7 13700H,1024.0,8 GB NVIDIA GeForce RTX 4060, 2560 x 1600 ,No,15.6,Windows 11,2 Year Warranty
431,431,Asus,Asus Vivobook 15X OLED 2023 K3504VA-LK552WS Laptop ,83500,63.0,13th,12,16,16,DDR4,‎Intel Core i5 1340P,1024.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
432,432,MSI,MSI Katana GF66 12UC-880IN Gaming Laptop ,86990,72.0,12th,10,16,8,DDR4,Intel Core i7 12650H,512.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
433,423,MSI,MSI GF63 Thin 11UC-1295IN Gaming Laptop ,66990,71.0,11th,6,12,16,DDR4,Intel Core i5 11400H,1024.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,
434,434,MSI,MSI Raider GE68HX 13VG-026IN Gaming Laptop ,259990,87.0,13th,16,24,32,DDR5,Intel Core i7 13700HX,2048.0,8 GB NVIDIA GeForce RTX 4070, 2560 x 1600 ,No,16,Windows 11,2 Year Warranty
435,435,Asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ741WS Laptop ,71990,67.0,5th,8,16,16,DDR4,AMD Ryzen 7 5800H,512.0,AMD Radeon Graphics, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
436,436,Asus,Asus Vivobook 15X 2023 K3504VAB-NJ541WS Laptop ,65990,,13th,10,12,16,DDR4,‎Intel Core i5 1335U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
437,437,Samsung,Samsung Galaxy Book 3  NP750XFG-KB2IN Laptop ,79990,,13th,10,12,16,LPDDR4x,Intel Core i5 1335U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
438,438,MSI,MSI Pulse 15 B13VFK-293IN Gaming Laptop ,169990,73.0,13th,14,20,16,DDR5,Intel Core i7 13700H,1024.0,8 GB NVIDIA GeForce RTX 4060, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
439,439,Asus,Asus Vivobook Go 15 OLED 2023 E1504GA-LK322WS Laptop ,47990,,,8,8,8,DDR4,,512.0,Integrated Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
440,440,Asus,Asus Vivobook Go 15 2023 EE1504GA-NJ322WS Laptop ,38990,,,8,8,8,DDR4,,512.0,Integrated Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
441,441,Asus,Asus Vivobook 15X OLED 2023 K3504VA-LK542WS Laptop ,74985,64.0,13th,12,16,16,DDR4,‎Intel Core i5 1340P,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
442,442,Asus,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop ,109990,71.0,13th,12,16,16,LPDDR5,Intel Core i5 1340P,512.0, Intel Iris Xe Graphics, 2880 x 1800 ,Yes,14,Windows 11,1 Year Warranty
443,443,Asus,Asus Zenbook 14 Flip OLED 2023 UP3404VA-KN753WS Laptop ,138095,74.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,1024.0, Intel Iris Xe Graphics, 2880 x 1800 ,Yes,14,Windows 11,1 Year Warranty
444,444,Dell,Dell Inspiron 3525 D560771WIN9S Laptop ,52020,62.0,5th,6,12,8,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
445,445,Asus,Asus Vivobook 15 OLED 2023 X1505VA-LK542WS Laptop ,74990,60.0,13th,12,16,16,DDR4,‎Intel Core i5 13500H,512.0,Integrated Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
446,446,Asus,Asus VivoBook 14 2023 X1404VA-NK321WS Laptop ,45990,,13th,6,8,8,DDR4,Intel Core i3 1315U,512.0,Intel UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
447,447,Asus,Asus VivoBook 14 2023 X1404VA-NK541WS Laptop ,63990,,13th,10,12,16,DDR4,Intel Core i5 1335U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
448,448,Asus,Asus Zenbook S13 OLED 2023 UX5304VA-NQ742WS Laptop ,124990,67.0,13th,10,12,16,LPDDR5,Intel Core i7 1355U,1024.0,Intel Integrated Intel Iris Xe Graphics, 2880 x 1800 ,No,13.3,Windows 11,1 Year Warranty
449,449,Asus,Asus VivoBook 14 2023 X1404VA-NK522WS Laptop ,59990,,13th,10,12,8,DDR4,Intel Core i5 1335U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
450,450,Asus,Asus Zenbook S13 OLED 2023 UX5304VA-NQ762WS Laptop ,149990,71.0,13th,10,12,32,LPDDR5,Intel Core i7 1355U,1024.0,Intel Integrated Intel Iris Xe Graphics, 2880 x 1800 ,No,13.3,Windows 11,1 Year Warranty
451,451,Asus,Asus Zenbook 14 OLED 2023 UX3402VA-KM742WS Laptop ,117990,73.0,13th,12,16,16,LPDDR5,Intel Core i7 1360P,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
452,452,Asus,Asus Zenbook 14 OLED 2023 UX3402VA-KM541WS Laptop ,94990,70.0,13th,12,16,16,LPDDR5,Intel Core i5 1340P,512.0,Intel Iris Xe Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
453,453,Asus,Asus Zenbook S13 OLED 2023 UX5304VA-NQ542WS Laptop ,104990,64.0,13th,10,12,16,LPDDR5,Intel Core i5 1335U,512.0,Intel Integrated Intel Iris Xe Graphics, 2880 x 1800 ,No,13.3,Windows 11,1 Year Warranty
454,454,Asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ520WS Laptop ,56990,62.0,5th,6,12,8,DDR4,AMD Ryzen 5 5600H,512.0,AMD Radeon AMD, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
455,455,Gigabyte,Gigabyte Aorus 15 BKF Gaming Laptop ,169990,79.0,13th,14,20,16,DDR5,Intel Core i7 13700H,1024.0,8 GB NVIDIA GeForce RTX 4060, 2560 x 1440 ,No,15.6,Windows 11 ,2 Year Warranty
456,456,Fujitsu,Fujitsu UH-X 4ZR1J37878 Laptop ,109990,77.0,12th,10,12,16,LPDDR4X,Intel Core i7 1255U,1024.0,Intel Iris Xe Graphics, 1920 x 1080 ,Yes,13.3,Windows 11,1 Year Warranty
457,457,Gigabyte,Gigabyte Aorus 17 BSF Gaming Laptop ,179599,79.0,13th,14,20,16,DDR5,Intel Core i7 13700H,1024.0,8 GB NVIDIA GeForce RTX 4070, 2560 x 1440 ,No,17.3,Windows 11 ,2 Year Warranty
458,458,Dell,Dell Vostro 3420 D552317WIN9B Laptop ,59490,,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel UHD Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
459,459,HP,HP Spectre x360 16-f2005TX Laptop ,182990,,13th,12,16,32,DDR4,Intel Core i7 1360P,1024.0,4 GB  Intel Arc A370M Graphics, 3840 x 2400 ,Yes,16,Windows 11,1 Year Warranty
460,460,HP,HP Spectre x360 16-f2002TU Laptop ,144990,79.0,13th,14,20,16,DDR4,Intel Core i7 13700H,1024.0, Intel UHD Graphics, 3072 x 1920 ,Yes,16,Windows 11,1 Year Warranty
461,461,Huawei,Huawei MateBook D16 2023 Laptop ,84999,61.0,13th,12,16,8,LPDDR4X,Intel Core i5 13500H,512.0,Intel Iris Xe Graphics, 1920 x 1200 ,Yes,16,Windows 11,1 Year Warranty
462,462,Asus,Asus Vivobook 14 OLED 2023 M1405YA-KM741WS Laptop ,75980,68.0,7th,8,16,16,LPDDR4,AMD Ryzen 7 7730U,512.0,Integrated AMD Radeon Graphics, 2880 x 1800 ,No,14,Windows 11,1 Year Warranty
463,463,MSI,MSI Titan GT77 HX 13VH-093IN Gaming Laptop ,536317,,13th,24,32,64,DDR5,Intel Core i9 13980HX,2048.0,12 GB NVIDIA GeForce RTX 4080, 3840 x 2160 ,No,17.3,Windows 11,2 Year Warranty
464,464,Honor,Honor MagicBook 15 BMH-WFQ9HN Laptop ,44990,,5th,6,12,16,DDR4,AMD Ryzen 5  5500U,512.0,AMD Radeon, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
465,465,Acer,Acer Aspire 3 14 A314-36M Laptop ,38990,,,8,8,8,DDR4,,512.0,Intel UHD Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
466,466,Acer,Acer Predator Helios 16 Laptop ,249990,77.0,13th,24,32,32,LPDDR5,Intel Core i9 13900HX,1024.0,12 GB NVIDIA GeForce RTX 4080, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
467,467,Acer,Acer Predator Helios 16 NH.QJRSI.003 Laptop ,199990,71.0,13th,24,32,16,LPDDR5,Intel Core i9 13900HX,1024.0,8 GB NVIDIA GeForce RTX 4070, 2560 x 1600 ,No,16,Windows 11,1 Year Warranty
468,468,Lenovo,Lenovo V14-IGL‎ 82C40185PB Laptop ,19999,,,2,2,4,DDR4,,256.0,Intel UHD Graphics 600, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
469,469,Lenovo,Lenovo Thinkpad E14 20TAS0XH00 Laptop ,49999,60.0,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel UHD Graphics, 1920 x 1080 ,No,14,DOS,1 Year Warranty
470,470,Lenovo,Lenovo V14 82KAA04QIH Laptop ,47499,,11th,4,8,8,DDR4,Intel Core i5 1135G7,512.0,Intel UHD Graphics , 1366 x 768 ,No,14,DOS,1 Year Warranty
471,471,Lenovo,Lenovo V15 G2 82KDA022IH Laptop ,38990,,5th,6,12,8,DDR4,AMD Ryzen 5 5500U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
472,472,Lenovo,Lenovo ThinkPad E14 21EBS02L00 Laptop ,59990,62.0,5th,6,12,16,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
473,473,Fujitsu,Fujitsu FMV MH 4ZR1K10326 Laptop ,64990,70.0,5th,8,16,16,DDR4,AMD Ryzen 7 5825U,512.0,AMD Radeon, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
474,433,MSI,MSI GF63 Thin 11UC-1297IN Gaming Laptop ,63990,70.0,11th,6,12,8,DDR4,Intel Core i5 11400H,1024.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,
475,475,Fujitsu,Fujitsu FMV MH 4ZR1K10325 Laptop ,54990,68.0,5th,6,12,16,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon, 1920 x 1080 ,No,15.6,Windows 11,2 Year Warranty
476,476,Asus,Asus Vivobook Pro 15 OLED M3500QC-L1712WS Laptop ,84990,67.0,5th,8,16,16,DDR4,AMD Ryzen 7 5800H,1024.0,4 GB NVIDIA GeForce RTX 3050, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
477,477,HP,HP 15s-eq2223AU Laptop ,43790,,5th,6,12,8,DDR4,AMD Ryzen 5 5500U,512.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
478,478,Lenovo,Lenovo ThinkPad E14 21EBS02M0 Laptop ,56490,60.0,5th,6,12,8,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
479,479,MSI,MSI Modern 15 B7M-072IN Laptop ,46990,,7th,6,12,8,‎DDR4,AMD Ryzen 5 7530U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
480,480,Asus,Asus Vivobook S14 S3402ZA-LY522WS Laptop ,62990,65.0,12th,12,16,8,DDR4,Intel Core i5 12500H,512.0,Intel Integrated Iris Xe, 1920 x 1200 ,No,14,Windows 11,1 Year Warranty
481,481,Dell,Dell XPS 9315 D560076WIN9S Laptop ,135000,68.0,12th,10,12,16,DDR4,Intel Core i5 1230U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,Yes,13,Windows 11,1 Year Warranty
482,482,Acer,Acer Extensa 15 EX215-23 2023 Laptop ,34990,,7th,4,8,8,LPDDR5,AMD Ryzen 3 7320U,256.0,AMD Radeon AMD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
483,483,Lenovo,Lenovo IdeaPad 3 15ITL6 82H803DNIN Laptop ,39990,60.0,11th,2,4,8,DDR4,Intel Core i3 1115G4,512.0,Intel Integrated UHD, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
484,484,MSI,MSI Modern 15 B7M-071IN Laptop ,49990,,7th,8,16,16,‎DDR4,AMD Ryzen 7 7730U,1024.0,AMD Radeon Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
485,485,Lenovo,Lenovo Thinkbook 15 21DJA049IH Laptop ,61490,66.0,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Iris Xe Graphics, 1920 x 1080 ,No,15.6,Windows 11,1 Year Warranty
486,486,Lenovo,Lenovo Ideapad Flex 5 14IAU7 82R700C1IN Laptop ,77990,70.0,12th,10,12,16,LPDDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Integrated, 1920 x 1200 ,Yes,14,Windows 11,1 Year Warranty
487,487,Lenovo,Lenovo Thinkpad E15 21E6S05G00 Laptop ,65599,,12th,10,12,8,DDR4,Intel Core i5 1235U,512.0,Intel Iris Xe Graphics, 1920 x 1080 ,No,15.6,DOS,1 Year Warranty
488,488,Asus,Asus ROG Zephyrus Duo 16 ,429990,,7th,16,32,32,DDR5,AMD Ryzen 9  7945HX,2048.0,16 GB NVIDIA GeForce RTX 4090, 3840 x 2400 ,No,16,Windows 11,1 Year Warranty
489,489,Dell,Dell Vostro 5620 M552319WIN9S Laptop ,93990,72.0,12th,12,16,16,DDR4,Intel Core i7 1260P,512.0,2 GB NVIDIA GeForce MX570, 1920 x 1080 ,No,16,Windows 11 ,1 Year Warranty
490,490,Dell,Dell Vostro 3425 M552321WIN9S Laptop ,59690,68.0,5th,6,12,16,DDR4,AMD Ryzen 5 5625U,512.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,Windows 11,1 Year Warranty
491,491,Lenovo,Lenovo E41-55 82FJ00A0IH Laptop ,29990,,3rd,2,4,8,DDR4,AMD Ryzen 3  3250U,1024.0,AMD Radeon Graphics, 1920 x 1080 ,No,14,DOS,1 Year Warranty
